productCode,prodName,productTypeNo,productTypeName,productGroupName,garmentGroupNo,garmentGroupName,detailDesc
564754,Stockholm shirt,259,Shirt,Garment Upper body,1010,Blouses,"Shirt in a stretch cotton weave with a classic button front, yoke with a pleat at the back, long sleeves with buttoned cuffs and a rounded hem."
564786,KARIN sports bra,306,Bra,Underwear,1005,Jersey Fancy,"Sports bra in fast-drying functional fabric with a lined front, racer back in ventilating mesh and a wide elasticated hem. Medium support."
564787,COLETTE push up sport bra,306,Bra,Underwear,1005,Jersey Fancy,"Fully lined sports bra in fast-drying functional fabric with a racer back and moulded, padded cups that lift and shape while providing good support. Elasticated hem and a fastening at the back with two pairs of hooks and eyes. Medium support."
564792,SPEEDY tee,255,T-shirt,Garment Upper body,1005,Jersey Fancy,Fitted sports top in fast-drying functional fabric with short raglan sleeves and ventilating mesh panels at the sides. 67% of the polyester is recycled.
565292,Jeff o/d pullon,274,Shorts,Garment Lower body,1025,Shorts,"Shorts in a cotton weave with an elasticated drawstring waist, fake fly, side pockets and welt back pockets."
565338,2p Hart Hipster (Poppy),286,Underwear bottom,Underwear,1017,"Under-, Nightwear","Hipster briefs in soft modal jersey with a mid waist, lined gusset, wide sides and medium coverage at the back."
565379,Moa tank,253,Vest top,Garment Upper body,1002,Jersey Basic,Fitted vest top in stretch cotton jersey.
565430,Lowe basic peak cap,69,Cap/peaked,Accessories,1019,Accessories,Cap in cotton twill with elastication at the back.
565935,Bespoke blz,264,Blazer,Garment Upper body,1011,Shirts,"Two-button jacket in woven fabric with notch lapels, a fake pocket at the top, welt front pockets with a flap, decorative buttons at the cuffs and a single back vent. Lined."
566089,Bergen one pice,267,Jumpsuit/Playsuit,Garment Full body,1005,Jersey Fancy,"All-in-one suit in patterned sweatshirt fabric with a jersey-lined hood, zip down the front and chest pocket. Raglan sleeves and ribbing at the cuffs and hems. Soft brushed inside."
566140,Timeless Tie Tanga,59,Swimwear bottom,Swimwear,1018,Swimwear,Fully lined bikini bottoms with a low waist and ties at the sides.
566147,Class V necklacepack,77,Necklace,Accessories,1019,Accessories,"Three thin metal chain necklaces in different designs, two with a pendant. Adjustable length from 38-44 cm to 86-92 cm."
566323,Christy 2pk softbra,306,Bra,Underwear,1017,"Under-, Nightwear","Soft nursing bras in organic cotton jersey with opening, lined cups with space for nursing pads, wide elastication under the bust and a hook-and-eye fastening at the back."
566360,Chickory,265,Dress,Garment Full body,1005,Jersey Fancy,"Knee-length, off-the-shoulder dress in jersey crêpe with elastication around the neckline, 3/4-length sleeves with a wide flounce at the cuff, a seam at the waist and a concealed zip at the back. Unlined."
566428,Galina strapless push body,283,Underwear body,Underwear,1017,"Under-, Nightwear","Sturdy body with a shaping effect on the waist and seat, and underwired, moulded and padded cups for a larger bust and fuller cleavage. Detachable, adjustable shoulder straps, a fastening at the back with three pairs of hooks and eyes, and glued edges around the legs for a smooth silhouette and no visible seams. Lined gusset with press-studs."
566486,Bosse 5p basic,302,Socks,Socks & Tights,1021,Socks and Tights,Fine-knit socks in a soft cotton blend.
566534,Joe chinos,272,Trousers,Garment Lower body,1009,Trousers,"Chinos in washed stretch cotton twill with an adjustable elasticated waist, zip fly, side pockets, a fake coin pocket, fake back pockets and slim legs."
566592,TP Princeton LS shirt,259,Shirt,Garment Upper body,1011,Shirts,"Long-sleeved shirt in soft washed cotton twill with a small embroidered detail on the chest, buttoned cuffs and a contrasting colour on the inside of the collar stand and cuffs."
566618,All Inclusive Dress,265,Dress,Garment Full body,1013,Dresses Ladies,Long-sleeved dress in velour with a V-neck and wrapover front. Lined.
566940,Greg solid,59,Swimwear bottom,Swimwear,1018,Swimwear,"Swim shorts in woven fabric with an elasticated drawstring waist, fake fly, side pockets and short legs with slits in the sides. Soft mesh inner shorts."
566941,Tom solid,59,Swimwear bottom,Swimwear,1018,Swimwear,"Swim shorts in woven fabric with an elasticated drawstring waist, side pockets and a welt back pocket with a hook and loop fastener. Soft mesh inner shorts."
566942,Bob solid,59,Swimwear bottom,Swimwear,1018,Swimwear,"Knee-length swim shorts in woven fabric with an elasticated drawstring waist, side pockets and a flap back pocket with a press-stud. Mesh inner shorts."
567114,Mom pants,272,Trousers,Garment Lower body,1009,Trousers,"5-pocket trousers in stretch twill with a washed look, hard-worn details, a zip fly and button and tapered legs."
567413,FORTUNA,255,T-shirt,Garment Upper body,1005,Jersey Fancy,T-shirt in cotton jersey.
567418,MAXENCE TEE,255,T-shirt,Garment Upper body,1005,Jersey Fancy,Round-necked T-shirt in sturdy cotton piqué.
567475,Kai tunic,265,Dress,Garment Full body,1005,Jersey Fancy,Long-sleeved tunic in jersey crêpe with a V-neck and rounded hem.
567532,Malva 2pk padded bra,306,Bra,Underwear,1017,"Under-, Nightwear","Soft nursing bras in organic cotton jersey with lightly padded, opening cups with space for nursing pads. Slightly wider, adjustable shoulder straps and a fastening at the back with three pairs of hooks and eyes."
567535,Malva hipster 3pk,286,Underwear bottom,Underwear,1017,"Under-, Nightwear","Hipster briefs in soft, organic cotton jersey with lace trims, a low waist, lined gusset, wide sides and medium coverage at the back."
567618,Vik 2pk padded BIG,306,Bra,Underwear,1017,"Under-, Nightwear","Bras in microfibre with underwired, padded cups that shape the bust and provide good support. Wide, adjustable shoulder straps and a hook-and-eye fastening at the back."
567626,Pineapple swimsuit BIG,57,Swimsuit,Swimwear,1018,Swimwear,"Fully lined swimsuit with a draped front, underwired padded cups, adjustable shoulder straps and a silicone trim at the top of the back."
567635,WENDY leggings,273,Leggings/Tights,Garment Lower body,1005,Jersey Fancy,Leggings in printed cotton jersey with an elasticated waist.
567636,Eleiniak high leg swimsuit,57,Swimsuit,Swimwear,1018,Swimwear,"Fully lined swimsuit with a shimmering metallic finish. Narrow adjustable shoulder straps, a low-cut back and high-cut legs."
567638,BRAD SOLID,59,Swimwear bottom,Swimwear,1018,Swimwear,"Swim shorts in woven fabric with an elasticated drawstring waist, fake fly, side pockets, a back pocket and short legs with slits in the sides. Soft mesh inner shorts."
567725,Marco scuba shoe,91,Sandals,Shoes,1020,Shoes,"Aqua shoes in scuba fabric with elastication around the top, a loop at the back and textured rubber soles."
567728,Love Affair Top,298,Bikini top,Swimwear,1018,Swimwear,"Triangle bikini top with removable inserts, adjustable multiway spaghetti straps and a wide elastic trim at the hem. No fasteners."
567729,Love Affair Brief,59,Swimwear bottom,Swimwear,1018,Swimwear,Fully lined bikini bottoms with a low waist with wide elastication and a high cut at the back.
567821,2-PACK SKINNY CHEAPO,272,Trousers,Garment Lower body,1016,Trousers Denim,"Two pairs of skinny-fit jeans in different colours of superstretch washed denim. Adjustable elasticated waist (in sizes 8-12Y), front and back pockets and a zip fly with a button."
567993,IZZY loose tee (1),255,T-shirt,Garment Upper body,1005,Jersey Fancy,
568020,Emily body 1,283,Underwear body,Underwear,1017,"Under-, Nightwear","Body in microfibre and lace with a firm shaping effect on the tummy and bum. Narrow, adjustable shoulder straps and a lined gusset with press-studs."
568047,RUSSELL HOOD,252,Sweater,Garment Upper body,1005,Jersey Fancy,"Short top in sweatshirt fabric with motifs, a hood with a wrapover front and ribbing at the cuffs and hem. Soft brushed inside."
568069,LALA fleece half zip,308,Hoodie,Garment Upper body,1005,Jersey Fancy,"Sports top in fast-drying thermal fleece with a drawstring hood. Zip at the top, long raglan sleeves with ribbed cuffs and a drawstring at the hem. The polyester content of the top is partly recycled."
568137,Lizzie.,255,T-shirt,Garment Upper body,1002,Jersey Basic,Soft viscose jersey T-shirt in a slightly wider style with a V-neck.
568174,TP Princeton shirt,259,Shirt,Garment Upper body,1011,Shirts,"Long-sleeved shirt in soft brushed twill with a small embroidered detail on the chest, buttoned cuffs and a contrasting colour on the inside of the collar stand and cuffs."
568456,SS Linen Mot TVP R,259,Shirt,Garment Upper body,1011,Shirts,"Short-sleeved shirt in washed linen with a narrow turn-down collar, French front, yoke at the back and rounded hem. Regular Fit – a classic fit with good room for movement and a gently tapered waist to create a comfortable, tailored silhouette."
568570,Spartacus top,298,Bikini top,Swimwear,1018,Swimwear,Fully lined textured bikini top with wide shoulder straps and concealed elastication at the hem.
568571,Spartacus cheeky hipster,59,Swimwear bottom,Swimwear,1018,Swimwear,"Fully lined, textured bikini bottoms with a low, elasticated waist and high-cut at the back."
568573,Dr Drey halterneck top,298,Bikini top,Swimwear,1018,Swimwear,"Bikini top with lightly padded, removable inserts, wide shoulder straps, metal D-rings at the front, wide elastic at the hem and a metal fastener at the back."
568575,Dr Drey cheeky breif,59,Swimwear bottom,Swimwear,1018,Swimwear,Fully lined bikini bottoms with a low waist and high cut at the back.
568593,BILLY basic s/s BB 3-p,255,T-shirt,Garment Upper body,1002,Jersey Basic,Round-necked T-shirts in soft organic cotton jersey.
568594,Cool Metal marble Phone Shell,78,Other accessories,Accessories,1019,Accessories,Hard smartphone case in marble-patterned plastic. Fits iPhone 6/6s/7/8.
568597,Hayes slim trouser,272,Trousers,Garment Lower body,1009,Trousers,"Suit trousers in a stretch weave with a regular waist, zip fly and concealed hook-and-eye fastening. Side pockets and tapered legs with creases."
568601,Mariette Blazer,264,Blazer,Garment Upper body,1008,Dressed,"Fitted jacket in woven fabric with notch lapels, jetted front pockets, a decorative button at the cuffs and a single back vent. Lined."
568751,Marigold Brazilian Aca. Low,286,Underwear bottom,Underwear,1017,"Under-, Nightwear","Brazilian briefs in lace and microfibre with a mid waist, lined gusset, wide sides and high cut at the back."
568767,VALERIE BLOUSE,254,Top,Garment Upper body,1010,Blouses,Wide V-neck blouse in a crinkled weave with an embroidered pattern and decorated with embroidered ribbon. Double ties with tassels at the neck and long sleeves with narrow elastication and a flounce at the cuffs.
568836,Felicia maxi,265,Dress,Garment Full body,1013,Dresses Ladies,"Long, off-the-shoulder dress in an airy weave with an elasticated frill trim and opening with ties at the top. Narrow elasticated seam at the waist and short sleeves. Lined."
568838,Katsu,265,Dress,Garment Full body,1013,Dresses Ladies,"Short, sleeveless dress in a crêpe weave with pleats at the top and a small opening at the back. Lined."
568931,Jingan (1),275,Skirt,Garment Lower body,1012,Skirts,"Calf-length skirt woven in a cotton blend with pleats at the top, a detachable tie belt and concealed side pockets. Unlined."
569046,Turkish delight v shapbreif,59,Swimwear bottom,Swimwear,1018,Swimwear,Fully lined bikini bottoms with a low waist. V-cut at the front with crossover elastication at the waist.
569093,PEP PJ,297,Pyjama set,Nightwear,1017,"Under-, Nightwear",Pyjamas in soft cotton jersey. Vest top with a racer back and rounded hem. Shorts with an elasticated waist.
569206,ANNA LACE 2-p tanktop,253,Vest top,Garment Upper body,1017,"Under-, Nightwear","Vest tops in soft, ribbed jersey made from a cotton blend with a gentle V-neck, lace trim at the top and narrow shoulder straps with lace."
569244,Pluto Cross bag,66,Bag,Accessories,1019,Accessories,"Shoulder bag in grained imitation leather with a flap and magnetic fastener, and a narrow shoulder strap at the top. Lined. Size 4x16x23 cm."
569246,Vicky shoulder bag,66,Bag,Accessories,1019,Accessories,"Imitation leather bag with a narrow shoulder strap, zip at the top and one inner compartment. Size 13x17x22.5 cm."
569355,Alma Sneaker,94,Sneakers,Shoes,1020,Shoes,Slip-on trainers with fabric linings and insoles and rubber soles.
569374,CARINA molded high support bra,306,Bra,Underwear,1005,Jersey Fancy,"Sports bra in fast-drying functional fabric with padded cups and wide, lightly padded, adjustable shoulder straps that cross at the back. Extra elastic straps at the back for maximum support and an elastic hem with hook-and-eye fasteners. Extra firm support."
569406,VIKTOR basic ss SB 3-p,255,T-shirt,Garment Upper body,1002,Jersey Basic,V-neck T-shirts in soft organic cotton jersey.
569516,SS Polo marco J,257,Polo shirt,Garment Upper body,1003,Knitwear,"Polo shirt in premium cotton piqué with a ribbed collar, button placket, short sleeves with ribbed trims, and slits in the sides."
569525,Rolo CK,252,Sweater,Garment Upper body,1003,Knitwear,"Jumper in a soft, fine-knit viscose blend with a double polo neck and long sleeves."
569526,CHIPMUNK loose tee (1),255,T-shirt,Garment Upper body,1005,Jersey Fancy,Wide sports top in fast-drying functional fabric with short cap sleeves.
569562,Cecilia Kimono (W),305,Robe,Underwear,1017,"Under-, Nightwear","Short satin dressing gown with a lace yoke and short, wide sleeves with lace trims. Concealed ties and a detachable tie belt at the waist."
569847,Natasha,252,Sweater,Garment Upper body,1003,Knitwear,Jumper in a soft chunky knit with dropped shoulders. Slightly longer at the back.
569888,Forever trousers,272,Trousers,Garment Lower body,1009,Trousers,"Wide, ankle-length trousers in a sturdy cotton weave with pleats at the top and a detachable tie belt. Side pockets and straight legs with sewn-in turn-ups."
569903,Seal espadrille,91,Sandals,Shoes,1020,Shoes,Espadrilles with a braided jute trim around the sole. Cotton twill linings and insoles and rubber soles.
569929,Nero biker,262,Jacket,Garment Upper body,1007,Outdoor,"Biker jacket in imitation leather with quilted shoulders, a small stand-up collar with a tab and press-stud, and a diagonal zip at the front. Zipped side pockets and long sleeves with a zip at the cuffs. Lined."
569974,DONT USE ROLAND HOOD,308,Hoodie,Garment Upper body,1002,Jersey Basic,"Top in sweatshirt fabric with a lined drawstring hood, kangaroo pocket, long raglan sleeves and ribbing at the cuffs and hem."
569976,MASON C-NECK,252,Sweater,Garment Upper body,1002,Jersey Basic,"Relaxed-fit top in sweatshirt fabric made from a cotton blend with dropped shoulders and ribbing around the neckline, cuffs and hem. Soft brushed inside."
569981,OTTO FLEECE HOOD,252,Sweater,Garment Upper body,1002,Jersey Basic,"Top in sturdy sweatshirt fabric with a jersey-lined hood with a wrapover front. Long, raglan sleeves, a kangaroo pocket and ribbing at the cuffs and hem. Soft brushed inside. Loose fit."
569984,REX SLIM LS T-SHIRT,255,T-shirt,Garment Upper body,1002,Jersey Basic,Top in soft jersey made from a cotton blend with a round neckline and long sleeves.
569996,R-NECK SS BASIC FIT,255,T-shirt,Garment Upper body,1002,Jersey Basic,Round-necked T-shirt in organic cotton jersey.
569997,R-NECK BASIC FIT FANCY,255,T-shirt,Garment Upper body,1002,Jersey Basic,Round-necked T-shirt in soft cotton jersey.
569998,V-NECK SS BASIC FIT,255,T-shirt,Garment Upper body,1002,Jersey Basic,V-neck T-shirt in organic cotton jersey. Regular fit.
569999,V-NECK SS BASIC FIT FANCY (1),255,T-shirt,Garment Upper body,1002,Jersey Basic,V-neck T-shirt in organic cotton jersey.
570002,ROY SLIM RN T-SHIRT,255,T-shirt,Garment Upper body,1002,Jersey Basic,Round-necked T-shirt in soft jersey.
570003,VICTOR SLIM VN T-SHIRT,255,T-shirt,Garment Upper body,1002,Jersey Basic,V-neck T-shirt in soft cotton jersey.
570004,PETER POLO,257,Polo shirt,Garment Upper body,1002,Jersey Basic,Short-sleeved polo shirt in soft jersey with a collar and button placket.
570033,ERIK TANKTOP,253,Vest top,Garment Upper body,1002,Jersey Basic,Vest top in cotton jersey.
570189,June leggings,273,Leggings/Tights,Garment Lower body,1009,Trousers,"Slim-fit, denim-look leggings in stretch twill with a high, elasticated waist."
570242,Sparling skinny blz,264,Blazer,Garment Upper body,1008,Dressed,"One-button jacket in woven fabric with stretch, with narrow notch lapels and a decorative buttonhole. Chest pocket, flap front pockets and three inner pockets, one with a button. Decorative buttons at the cuffs and a single back vent. Lined. Skinny fit – a slightly shorter style that shapes in at the chest and tapers sharply at the waist. This combined with narrow shoulders and sleeves creates a completely fitted silhouette."
570243,Sparling slim fit,272,Trousers,Garment Lower body,1009,Trousers,"Suit trousers in a stretch weave. Extended waistband with a concealed hook-and-eye fastener, zip fly with a concealed button, diagonal side pockets and jetted back pockets. Skinny fit – a fit with slightly shorter legs that is close-fitting at the thighs, knees and ankles to create a completely fitted silhouette."
570319,Lola 3p hipster micro v-s LR,286,Underwear bottom,Underwear,1017,"Under-, Nightwear","Hipster briefs in microfibre with lace trims, a low waist, lined gusset and cutaway coverage at the back."
570384,Dreamy dress,265,Dress,Garment Full body,1010,Blouses,Long-sleeved dress in an airy weave with an opening and button at the back of the neck. Seam at the waist with pleats and an asymmetric skirt. Unlined.
570573,Glam dress Campaign PI,265,Dress,Garment Full body,1023,Special Offers,"Straight-cut dress in woven fabric containing glittery threads with an opening and button at the back of the neck, heavily padded shoulders and long sleeves."
570781,Ariel boat neck,254,Top,Garment Upper body,1005,Jersey Fancy,"Top in soft, pima cotton jersey with a boat neck and long sleeves."
570843,BAHAMA MAMA long racerback,253,Vest top,Garment Upper body,1005,Jersey Fancy,Sports vest top in fast-drying functional fabric with a racer back and visible flatlock seams.
571092,Kia paperbag,272,Trousers,Garment Lower body,1009,Trousers,"Trousers in a Tencel™ lyocell weave with a detachable tie belt, pleats and the top and a zip in the side. Side pockets, a fake welt back pocket and tapered legs."
571436,Tess Tee,255,T-shirt,Garment Upper body,1002,Jersey Basic,Long T-shirt in jersey with sewn-in turn-ups on the sleeves.
571451,Rockstar top BIG,298,Bikini top,Swimwear,1018,Swimwear,Shimmering metallic triangle bikini top with removable inserts and ties at the back and back of the neck.
571598,TP NILS basic shorts SB,274,Shorts,Garment Lower body,1002,Jersey Basic,Shorts in sweatshirt fabric with wide elastication at the waist and side pockets.
571650,Taylor Fancy Denim,272,Trousers,Garment Lower body,1013,Dresses Ladies,"Low-rise, ankle-length jeans in washed stretch denim with front and back pockets, a zip fly and button, and skinny legs with raw-edge hems."
571706,Timeless High Rise Hipster,59,Swimwear bottom,Swimwear,1018,Swimwear,Fully lined bikini bottoms with a high waist and medium coverage at the back.
571709,CSP Scorpio,254,Top,Garment Upper body,1005,Jersey Fancy,Wide top in cotton jersey with gathered frills and short sleeves.
572124,Vintage Ankle Skinny H.W,272,Trousers,Garment Lower body,1016,Trousers Denim,"5-pocket ankle-length jeans in washed denim with worn details, a high waist, button fly and slim, straight legs."
572127,Portofino,259,Shirt,Garment Upper body,1010,Blouses,"Loose-fit, cotton poplin shirt with a collar, dropped shoulders, buttons down the front, buttoned cuffs and a rounded hem with slits in the sides."
572187,Drew PU,275,Skirt,Garment Lower body,1012,Skirts,Short imitation leather skirt with a visible zip at the back. Unlined.
572277,ELSIE,254,Top,Garment Upper body,1005,Jersey Fancy,"Wide top in soft, printed jersey with short, wide dolman sleeves and a rounded hem."
572399,Elin Sweatshirt,252,Sweater,Garment Upper body,1002,Jersey Basic,"Oversized top in lightweight sweatshirt fabric with dropped shoulders, long sleeves and ribbing around the neckline, cuffs and hem. Brushed inside."
572400,Taya Hood,308,Hoodie,Garment Upper body,1002,Jersey Basic,"Long-sleeved top in sweatshirt fabric with a jersey-lined drawstring hood, kangaroo pocket and ribbing at the cuffs and hem. Soft brushed inside."
572480,Abbie Rib L/S,254,Top,Garment Upper body,1002,Jersey Basic,Cropped top in ribbed jersey with long sleeves.
572533,Julia Hoodie,308,Hoodie,Garment Upper body,1002,Jersey Basic,"Short top in sweatshirt fabric with a lined drawstring hood and kangaroo pocket. Dropped shoulders, long sleeves, and ribbing at the cuffs and hem. Soft brushed inside."
572582,MANTA high support bra,306,Bra,Underwear,1005,Jersey Fancy,"Sports bra in fast-drying functional fabric with padded cups, wide lightly padded shoulder straps that cross at the back and an elastic hem with hook-and-eye fasteners. Extra firm support."
572791,CAMILLE,255,T-shirt,Garment Upper body,1005,Jersey Fancy,Long-sleeved top in soft stretch jersey with a slightly wider neckline and slits in the sides.
572797,ESSENTIAL TANKTOP LACE TVP,253,Vest top,Garment Upper body,1005,Jersey Fancy,Fitted vest top in soft cotton jersey with lace trims around the neckline and armholes.
572931,SOPHIA cropped running tights,273,Leggings/Tights,Garment Lower body,1005,Jersey Fancy,3/4-length running tights in fast-drying functional fabric with elastication and a concealed drawstring at the waist and a concealed key pocket in the waistband.
572938,FARIN RW cropped,273,Leggings/Tights,Garment Lower body,1005,Jersey Fancy,"Calf-length yoga tights in fast-drying functional fabric with a wide ribbed waistband containing a concealed key pocket, and legs with ventilating mesh sections."
572957,+ HAVANA HW tights,273,Leggings/Tights,Garment Lower body,1005,Jersey Fancy,Sports tights in fast-drying functional fabric with a high waist and wide waistband to hold in and shape the waist. Sculpting seams at the back that showcase the body’s physique. Key pocket in the waistband.
572998,Beverly HW Loose Mom Fit Dnm,272,Trousers,Garment Lower body,1009,Trousers,"5-pocket, ankle-length jeans in washed denim with a high waist, zip fly and button and gently tapered legs."
573071,Elsa halter neck top,254,Top,Garment Upper body,1023,Special Offers,"Slightly shorter halterneck top in a patterned weave with decorative ties at the back of the neck and an opening at the front. Seam under the bust with a drawstring that ties at the sides, and a frill at the hem with slits in the sides. Unlined."
573085,Madison skinny HW,272,Trousers,Garment Lower body,1009,Trousers,"5-pocket jeans in washed stretch denim with a high waist, zip fly and slim legs."
573152,+ IZZY loose tee,255,T-shirt,Garment Upper body,1005,Jersey Fancy,Sports top in fast-drying functional fabric with short cap sleeves.
573282,ANNA SLUB,255,T-shirt,Garment Upper body,1005,Jersey Fancy,Fitted short-sleeved top in slub jersey made from organic cotton with a round neck and rounded hem.
573390,Greta Bikini (Camelia) 3p,286,Underwear bottom,Underwear,1017,"Under-, Nightwear","Bikini briefs in cotton and lace with a low waist, lined gusset, wide sides and medium coverage at the back."
573609,Knit Shorts 89,274,Shorts,Garment Lower body,1016,Trousers Denim,5-pocket shorts in supersoft stretch denim with an elasticated drawstring waist and fly with a button.
573626,Glans SS tunic,265,Dress,Garment Full body,1005,Jersey Fancy,"Short-sleeved tunic in jersey with a slight sheen. Gently rounded hem, slightly longer at the back."
573651,MUNCHKIN low suport sport b,306,Bra,Underwear,1005,Jersey Fancy,"Sports bra in fast-drying functional fabric with mesh details. Lined cups with removable inserts, and narrow, double shoulder straps that join to form a racer back. Wide elastication at the hem. Light support."
573652,ORLANDO 2-layer loose tee (1),255,T-shirt,Garment Upper body,1005,Jersey Fancy,"Sports top in soft, fast-drying, functional fabric with short cap sleeves and a longer inner top with a racer back."
573716,Kanta slacks,272,Trousers,Garment Lower body,1009,Trousers,"Ankle-length cigarette trousers in a stretch weave with a regular waist, concealed zip in one side, fake back pockets and tapered legs with slits at the hems."
573856,Snap 5 pocket,272,Trousers,Garment Lower body,1009,Trousers,"5-pocket ankle-length trousers in washed stretch twill with a washed look, high waist, zip fly and slim legs."
573870,Xihibit patch,272,Trousers,Garment Lower body,1009,Trousers,"5-pocket, ankle-length jeans in washed denim with worn details, a regular waist and zip fly and button. Slightly wider, gently tapered legs with patch details on the knees."
573937,ED Madison Skinny HW,272,Trousers,Garment Lower body,1009,Trousers,"5-pocket jeans in superstretch denim with a high waist, zip fly and button, and skinny legs."
574109,Rachel LS TVP,252,Sweater,Garment Upper body,1003,Knitwear,Fitted top in a fine rib knit with long sleeves and a ribbed neckline.
574112,Esther Sweater,252,Sweater,Garment Upper body,1003,Knitwear,"Short, wide turtleneck jumper in a soft rib knit with dropped shoulders and long, wide sleeves."
574399,Big velvet scrunchie,73,Hair string,Accessories,1019,Accessories,Large elastic scrunchie in velour.
574401,Coral dress,265,Dress,Garment Full body,1005,Jersey Fancy,"Striped, cotton jersey T-shirt dress with an appliqué at the top and short, wide sleeves. Unlined"
574682,Dance with me dress,265,Dress,Garment Full body,1013,Dresses Ladies,"Short dress in sequined mesh with a concealed zip at the back, shoulder pads and long sleeves with a concealed zip at the cuffs. Jersey lining."
574752,Victoria sneaker,94,Sneakers,Shoes,1020,Shoes,"Trainers with imitation leather details, a lightly padded edge and tongue, and lacing at the front. Imitation leather linings, fabric insoles and rubber soles."
574874,Edit Trs (W),296,Pyjama bottom,Nightwear,1017,"Under-, Nightwear","Wide pyjama bottoms in an airy, patterned viscose weave with an elasticated drawstring waist and wide, straight legs."
575004,Flirty Denise ringpk,79,Ring,Accessories,1019,Accessories,Metal rings in various designs. Half of the rings are decorated with sparkly stones.
575141,Hathaway,254,Top,Garment Upper body,1002,Jersey Basic,Long-sleeved jersey top.
575156,FREJA 3-PACK,255,T-shirt,Garment Upper body,1002,Jersey Basic,Long-sleeved tops in soft organic cotton jersey.
575172,Karamell slacks,272,Trousers,Garment Lower body,1009,Trousers,"Ankle-length cigarette trousers in a stretch weave with a regular waist, concealed zip in one side, fake pockets at the back and tapered legs with slits at the hems."
575347,7pk basic R sneaker socks,302,Socks,Socks & Tights,1021,Socks and Tights,Socks in a fine-knit cotton blend with elastication at the top.
575447,Chris 7pk Basic,286,Underwear bottom,Underwear,1017,"Under-, Nightwear","Trunks in stretch organic cotton jersey with flatlock seams for added comfort, an elasticated waist, lined front and slightly longer legs."
575495,Monet wide trouser,272,Trousers,Garment Lower body,1009,Trousers,"Wide trousers in a soft viscose weave with a high, elasticated paper bag waist, sewn-in tie belt, side pockets and straight, wide legs."
575542,Summer pants (Saigon),272,Trousers,Garment Lower body,1009,Trousers,"Trousers in a crêpe weave with a high, elasticated waist, side pockets and tapered, ankle-length legs. The polyester content of the trousers is partly recycled."
575630,Timeless Super Push,298,Bikini top,Swimwear,1018,Swimwear,"Fully lined bikini top with a knot detail at the front and underwired, thickly padded cups to maximise the bust and create a fuller cleavage. Ties at the back of the neck and a metal fastener at the back. Super lift."
576050,April,245,Cardigan,Garment Upper body,1003,Knitwear,"Cardigan in a soft knit containing some wool with a shawl collar, dropped shoulders, long sleeves and side pockets."
576112,Louvre Top,253,Vest top,Garment Upper body,1013,Dresses Ladies,Top in sequin-embroidered mesh with super-skinny shoulder straps and a lace-trimmed V-neck. Lined.
576653,Tuck cropped sweater,252,Sweater,Garment Upper body,1003,Knitwear,"Short jumper in a loose knit containing some mohair with dropped shoulders, long sleeves and ribbing around the neckline, cuffs and hem."
576661,Brian cargo (1),274,Shorts,Garment Lower body,1025,Shorts,"Cargo shorts in cotton twill with a concealed drawstring at the waist and zip fly. Side pockets, flap back pockets with a concealed press-stud and flap leg pockets with a pleat and concealed press-stud."
576689,BRENDA running gloves,71,Gloves,Accessories,1019,Accessories,"Running gloves with uppers in windproof, functional fabric. Wide ribbing at the top with a reflective print. The tops of the thumb and index finger are made from touchscreen-compatible material. Unlined."
576692,KIANDRA bikini top,298,Bikini top,Swimwear,1019,Accessories,"Fully lined bikini top with padded cups, wide shoulder straps that cross at the back, and a plastic fastener at the back."
576693,SANNA bikini bottom,59,Swimwear bottom,Swimwear,1019,Accessories,Fully lined bikini bottoms with a low waist with a jacquard-weave elastic waistband.
576773,Fireball Chino,272,Trousers,Garment Lower body,1009,Trousers,"Chinos in an airy cotton weave with a zip fly, side pockets, welt back pockets and tapered legs."
576775,Iris Linen Pull on,272,Trousers,Garment Lower body,1009,Trousers,"Linen joggers with a regular, elasticated drawstring waist, side pockets, a fake back pocket and tapered legs."
576897,Olga off shoulder,255,T-shirt,Garment Upper body,1002,Jersey Basic,"Short, off-the-shoulder top in a soft, ribbed cotton blend with short sleeves."
577006,NOORA 3-p hipster,286,Underwear bottom,Underwear,1017,"Under-, Nightwear",Hipster briefs in cotton jersey with a lined gusset.
577034,Saturn Push Mirny,306,Bra,Underwear,1017,"Under-, Nightwear","Push-up bra in lace and microfibre with underwired, moulded, padded cups for a larger bust and fuller cleavage. Adjustable shoulder straps and a narrow fastening at the back with two pairs of hooks and eyes."
577318,OPEN MNY Stella PU,258,Blouse,Garment Upper body,1010,Blouses,"Short, wide top in imitation leather with lacing down the back and short sleeves."
577388,Blade Jumper,252,Sweater,Garment Upper body,1003,Knitwear,"Jumper in a soft knit containing some wool with decorative reverse-stitched seams at the front and centre back and ribbing with worn details around the neckline, cuffs and hem."
577425,7pk sneaker fancy,302,Socks,Socks & Tights,1021,Socks and Tights,Fine-knit trainer socks in a soft cotton blend with elasticated tops.
577494,STINA 3-p fancy boxer,286,Underwear bottom,Underwear,1017,"Under-, Nightwear",Boxer briefs with an elasticated waist and lined gusset.
577512,Hitchcock,265,Dress,Garment Full body,1013,Dresses Ladies,"Short, fitted dress in woven fabric with short cap sleeves and a concealed zip at the back with a safety button at the top. Seam at the waist and a slightly stretchy skirt with a slit at the back. Lined."
